Barometer - mm Hg,Hum - %,Wind Speed - m/s,Rain - mm,Heat Index - °C,Temp - °C,Season,Day_Night,Wind_Dir_sin,Wind_Dir_cos,Wind_Direction
759.2,82.0,2.2,0.0,3.391147045808654,26.2,2,1,0.7071067811865476,0.7071067811865476,9.0
759.8,82.0,1.3,0.0,3.3978584803966405,26.3,2,1,1.2246467991473532e-16,-1.0,0.0
760.0,78.0,1.8,0.0,3.456316680883235,27.4,2,1,0.7071067811865476,0.7071067811865476,9.0
760.5,72.0,1.3,0.0,3.520460802488973,28.8,2,1,0.7071067811865476,0.7071067811865476,9.0
760.4,66.0,1.8,0.0,3.5524868292083815,29.8,2,1,0.3826834323650898,0.9238795325112867,22.5
760.2,65.0,2.2,0.0,3.5751506887855933,30.3,2,1,0.3826834323650898,0.9238795325112867,22.5
759.9,64.0,2.7,0.0,3.580737295494233,30.5,2,1,0.7071067811865476,0.7071067811865476,9.0
759.3,65.0,2.7,0.0,3.6027767550605247,30.8,2,1,0.3826834323650898,0.9238795325112867,22.5
758.8,65.0,2.2,0.0,3.653252276470785,31.6,2,1,0.3826834323650898,0.9238795325112867,22.5
758.3,60.0,1.8,0.0,3.6375861597263857,31.9,2,1,0.3826834323650898,0.9238795325112867,22.5
757.7,63.0,1.8,0.0,3.6054978451748854,31.1,2,1,0.3826834323650898,0.9238795325112867,22.5
757.8,61.0,2.2,0.0,3.6136169696133895,31.4,2,1,0.3826834323650898,0.9238795325112867,22.5
758.0,63.0,1.8,0.0,3.580737295494233,30.6,2,0,0.7071067811865476,0.7071067811865476,9.0
758.4,67.0,2.7,0.0,3.5409593240373143,29.6,2,0,0.3826834323650898,0.9238795325112867,22.5
759.0,73.0,1.8,0.0,3.5263605246161616,28.8,2,0,0.3826834323650898,0.9238795325112867,22.5
760.2,77.0,2.7,0.0,3.3141860046725258,25.1,2,0,0.3826834323650898,0.9238795325112867,22.5
760.2,77.0,1.3,0.0,3.353406717825807,25.8,2,0,0.3826834323650898,0.9238795325112867,22.5
760.2,79.0,2.2,0.0,3.40452517175483,26.6,2,0,0.7071067811865476,0.7071067811865476,9.0
759.9,82.0,2.2,0.0,3.4242626545931514,26.7,2,0,0.3826834323650898,0.9238795325112867,22.5
760.0,76.0,1.8,0.0,3.3945083935113587,26.6,2,0,0.9238795325112867,0.38268343236508984,31.5
759.5,76.0,1.3,0.0,3.3178157727231046,25.2,2,0,0.3826834323650898,0.9238795325112867,22.5
759.6,77.0,0.9,0.0,3.2846635654062037,24.6,2,0,0.3826834323650898,0.9238795325112867,22.5
759.1,78.0,0.9,0.0,3.2846635654062037,24.5,2,0,0.3826834323650898,0.9238795325112867,22.5
759.3,80.0,2.2,0.0,3.269568939183719,24.1,2,1,0.3826834323650898,0.9238795325112867,22.5
759.7,81.0,2.2,0.0,3.265759410767051,23.9,2,1,0.3826834323650898,0.9238795325112867,22.5
760.1,83.0,1.8,0.0,3.254242968705492,23.7,2,1,0.3826834323650898,0.9238795325112867,22.5
760.7,79.0,2.7,0.0,3.292126286607793,24.6,2,1,0.7071067811865476,0.7071067811865476,9.0
761.1,78.0,3.1,0.0,3.349904087274605,25.7,2,1,0.3826834323650898,0.9238795325112867,22.5
760.8,71.0,2.7,0.0,3.4210000089583352,27.3,2,1,0.7071067811865476,0.7071067811865476,9.0
760.8,69.0,3.6,0.0,3.484312288372662,28.4,2,1,0.3826834323650898,0.9238795325112867,22.5
760.8,71.0,3.1,0.0,3.4965075614664802,28.5,2,1,0.3826834323650898,0.9238795325112867,22.5
760.0,69.0,2.7,0.0,3.535145354171894,29.3,2,1,0.7071067811865476,0.7071067811865476,9.0
759.5,70.0,2.7,0.0,3.580737295494233,29.9,2,1,0.7071067811865476,0.7071067811865476,9.0
759.0,66.0,2.2,0.0,3.58351893845611,30.3,2,1,0.9238795325112867,0.38268343236508984,31.5
758.5,64.0,2.7,0.0,3.572345637857985,30.4,2,1,0.3826834323650898,0.9238795325112867,22.5
758.1,64.0,2.2,0.0,3.56953269648137,30.3,2,1,0.7071067811865476,0.7071067811865476,9.0
758.5,66.0,2.2,0.0,3.5496173867804286,29.8,2,0,0.3826834323650898,0.9238795325112867,22.5
759.4,72.0,2.7,0.0,3.5263605246161616,28.9,2,0,0.3826834323650898,0.9238795325112867,22.5
759.8,71.0,2.7,0.0,3.4781584227982836,28.2,2,0,0.7071067811865476,0.7071067811865476,9.0
760.6,73.0,2.2,0.0,3.4307561839036995,27.3,2,0,0.3826834323650898,0.9238795325112867,22.5
761.3,72.0,2.7,0.0,3.40452517175483,26.9,2,0,0.3826834323650898,0.9238795325112867,22.5
761.4,71.0,2.2,0.0,3.3877743613300146,26.7,2,0,0.3826834323650898,0.9238795325112867,22.5
761.0,68.0,2.2,0.0,3.370738174177447,26.6,2,0,0.3826834323650898,0.9238795325112867,22.5
760.3,71.0,1.8,0.0,3.353406717825807,26.1,2,0,0.3826834323650898,0.9238795325112867,22.5
759.7,68.0,1.8,0.0,3.374168709274236,26.7,2,0,0.3826834323650898,0.9238795325112867,22.5
759.1,74.0,2.2,0.0,3.3178157727231046,25.3,2,0,0.3826834323650898,0.9238795325112867,22.5
759.0,80.0,2.7,0.0,3.2733640101522705,24.2,2,0,0.7071067811865476,0.7071067811865476,9.0
759.1,80.0,2.7,0.0,3.2733640101522705,24.2,2,1,0.3826834323650898,0.9238795325112867,22.5
759.4,78.0,3.6,0.0,3.2809112157876537,24.4,2,1,0.3826834323650898,0.9238795325112867,22.5
760.0,78.0,3.6,0.0,3.295836866004329,24.7,2,1,0.3826834323650898,0.9238795325112867,22.5
760.4,77.0,4.0,0.0,3.3105430133940246,25.1,2,1,0.3826834323650898,0.9238795325112867,22.5
761.0,71.0,3.1,0.0,3.4111477125153233,27.1,2,1,0.3826834323650898,0.9238795325112867,22.5
761.3,75.0,3.1,0.0,3.4436180975461075,27.4,2,1,0.3826834323650898,0.9238795325112867,22.5
761.1,74.0,2.7,0.0,3.449987545831587,27.6,2,1,0.7071067811865476,0.7071067811865476,9.0
760.6,73.0,3.1,0.0,3.462606009790799,27.8,2,1,0.7071067811865476,0.7071067811865476,9.0
760.3,72.0,3.6,0.0,3.535145354171894,29.0,2,1,0.3826834323650898,0.9238795325112867,22.5
759.7,68.0,2.7,0.0,3.586292865338835,30.2,2,1,0.7071067811865476,0.7071067811865476,9.0
759.1,70.0,2.2,0.0,3.594568774642695,30.1,2,1,0.3826834323650898,0.9238795325112867,22.5
758.6,66.0,2.2,0.0,3.6054978451748854,30.7,2,1,0.3826834323650898,0.9238795325112867,22.5
758.6,69.0,1.8,0.0,3.5779478934066544,29.9,2,1,0.3826834323650898,0.9238795325112867,22.5
759.0,77.0,1.8,0.0,3.502549875922443,28.1,2,0,0.3826834323650898,0.9238795325112867,22.5
759.0,76.0,2.2,0.0,3.4404180948154366,27.3,2,0,0.3826834323650898,0.9238795325112867,22.5
759.4,77.0,2.2,0.0,3.417726683613366,26.8,2,0,0.3826834323650898,0.9238795325112867,22.5
759.9,74.0,2.2,0.0,3.4210000089583352,27.1,2,0,0.3826834323650898,0.9238795325112867,22.5
760.4,73.0,2.7,0.0,3.40452517175483,26.9,2,0,0.3826834323650898,0.9238795325112867,22.5
760.5,74.0,2.2,0.0,3.367295829986474,26.2,2,0,0.7071067811865476,0.7071067811865476,9.0
760.2,76.0,2.2,0.0,3.3568971227655755,25.9,2,0,0.3826834323650898,0.9238795325112867,22.5
759.5,80.0,2.2,0.0,3.3463891451671604,25.6,2,0,0.7071067811865476,-0.7071067811865475,27.0
759.1,78.0,2.2,0.0,3.370738174177447,26.1,2,0,0.3826834323650898,0.9238795325112867,22.5
758.3,78.0,2.2,0.0,3.353406717825807,25.8,2,0,0.7071067811865476,0.7071067811865476,9.0
758.0,76.0,1.8,0.0,3.3638415951183864,26.1,2,0,0.3826834323650898,0.9238795325112867,22.5
758.2,79.0,2.2,0.0,3.353406717825807,25.7,2,1,0.7071067811865476,0.7071067811865476,9.0
758.1,82.0,2.7,0.0,3.3214324131932926,25.1,2,1,0.3826834323650898,0.9238795325112867,22.5
758.8,82.0,3.1,0.0,3.3357695763397,25.3,2,1,0.3826834323650898,0.9238795325112867,22.5
759.2,74.0,1.8,0.0,3.4468078929142076,27.5,2,1,0.3826834323650898,0.9238795325112867,22.5
759.2,73.0,2.2,0.0,3.4995332823830174,28.4,2,1,0.9238795325112867,0.38268343236508984,31.5
759.3,73.0,2.2,0.0,3.5667118201397288,29.4,2,1,1.0,6.123233995736766e-17,18.0
759.1,68.0,1.8,0.0,3.6000482404073204,30.4,2,1,0.7071067811865476,0.7071067811865476,9.0
758.6,63.0,1.8,0.0,3.6136169696133895,31.2,2,1,0.9238795325112867,0.38268343236508984,31.5
758.2,62.0,1.8,0.0,3.6454498961866,31.8,2,1,0.9238795325112867,0.38268343236508984,31.5
757.9,60.0,2.2,0.0,3.655839600035736,32.2,2,1,0.9238795325112867,0.38268343236508984,31.5
757.3,56.0,1.8,0.0,3.6375861597263857,32.4,2,1,0.9238795325112867,0.38268343236508984,31.5
756.8,57.0,1.8,0.0,3.6428355156125294,32.4,2,1,0.7071067811865476,0.7071067811865476,9.0
756.5,57.0,1.8,0.0,3.6270040503958487,32.1,2,1,0.9238795325112867,0.38268343236508984,31.5
756.6,59.0,2.2,0.0,3.6054978451748854,31.5,2,0,0.9238795325112867,0.38268343236508984,31.5
756.8,65.0,1.8,0.0,3.5667118201397288,30.2,2,0,0.9238795325112867,0.38268343236508984,31.5
757.8,70.0,2.2,0.0,3.5496173867804286,29.4,2,0,0.3826834323650898,0.9238795325112867,22.5
758.3,73.0,2.2,0.0,3.5234150143864045,28.7,2,0,0.3826834323650898,0.9238795325112867,22.5
758.9,78.0,2.2,0.0,3.4965075614664802,27.9,2,0,0.3826834323650898,0.9238795325112867,22.5
759.4,79.0,2.7,0.0,3.481240089335692,27.7,2,0,0.3826834323650898,0.9238795325112867,22.5
758.2,79.0,2.2,0.0,3.4307561839036995,26.9,2,0,0.7071067811865476,0.7071067811865476,9.0
758.3,74.0,2.2,0.0,3.342861804649192,25.8,2,0,1.0,6.123233995736766e-17,18.0
758.2,84.0,2.2,0.0,3.339321977944068,25.3,2,0,0.3826834323650898,0.9238795325112867,22.5
758.1,85.0,2.2,0.0,3.353406717825807,25.4,2,0,0.3826834323650898,0.9238795325112867,22.5
757.7,86.0,1.3,0.0,3.349904087274605,25.4,2,0,0.7071067811865476,0.7071067811865476,9.0
757.6,82.0,1.3,0.0,3.374168709274236,25.9,2,1,0.7071067811865476,0.7071067811865476,9.0
758.1,80.0,1.8,0.0,3.370738174177447,25.9,2,1,0.3826834323650898,0.9238795325112867,22.5
758.8,80.0,1.8,0.0,3.3775875160230218,26.1,2,1,0.3826834323650898,0.9238795325112867,22.5
759.2,80.0,2.2,0.0,3.3978584803966405,26.4,2,1,0.3826834323650898,0.9238795325112867,22.5
759.5,77.0,2.2,0.0,3.487375077903208,27.9,2,1,0.7071067811865476,0.7071067811865476,9.0
759.6,77.0,2.2,0.0,3.459466289786131,27.5,2,1,0.3826834323650898,0.9238795325112867,22.5
759.2,72.0,2.7,0.0,3.563882963939251,29.4,2,1,0.3826834323650898,0.9238795325112867,22.5
758.9,66.0,2.7,0.0,3.6109179126442243,30.8,2,1,0.3826834323650898,0.9238795325112867,22.5
758.3,64.0,2.7,0.0,3.616308761279101,31.1,2,1,0.7071067811865476,0.7071067811865476,9.0
757.8,63.0,2.7,0.0,3.6584202466292277,31.9,2,1,0.3826834323650898,0.9238795325112867,22.5
757.1,63.0,2.2,0.0,3.66612246699132,32.0,2,1,0.3826834323650898,0.9238795325112867,22.5
757.6,63.0,2.2,0.0,3.653252276470785,31.8,2,1,0.3826834323650898,0.9238795325112867,22.5
757.3,66.0,2.2,0.0,3.632309102625542,31.1,2,1,0.7071067811865476,0.7071067811865476,9.0
757.5,70.0,1.8,0.0,3.5234150143864045,29.0,2,0,0.3826834323650898,0.9238795325112867,22.5
757.8,71.0,1.8,0.0,3.475067230228611,28.2,2,0,0.7071067811865476,0.7071067811865476,9.0
758.7,75.0,2.2,0.0,3.4468078929142076,27.4,2,0,0.9238795325112867,0.38268343236508984,31.5
759.1,81.0,1.8,0.0,3.4468078929142076,27.1,2,0,0.3826834323650898,0.9238795325112867,22.5
759.5,81.0,2.2,0.0,3.4436180975461075,27.0,2,0,0.3826834323650898,0.9238795325112867,22.5
759.8,75.0,2.2,0.0,3.4468078929142076,27.4,2,0,0.3826834323650898,0.9238795325112867,22.5
760.0,83.0,3.1,0.0,3.292126286607793,24.4,2,0,0.3826834323650898,0.9238795325112867,22.5
759.3,70.0,2.2,0.0,3.40452517175483,27.1,2,0,0.3826834323650898,0.9238795325112867,22.5
759.0,73.0,2.7,0.0,3.414442608412176,27.1,2,0,0.9238795325112867,0.38268343236508984,31.5
759.0,74.0,2.7,0.0,3.3843902633457743,26.5,2,0,0.3826834323650898,0.9238795325112867,22.5
759.0,74.0,2.7,0.0,3.3877743613300146,26.6,2,0,0.3826834323650898,0.9238795325112867,22.5
759.7,75.0,2.7,0.0,3.380994674344636,26.4,2,1,0.3826834323650898,0.9238795325112867,22.5
760.1,75.0,2.7,0.0,3.3638415951183864,26.1,2,1,0.3826834323650898,0.9238795325112867,22.5
761.0,76.0,2.7,0.0,3.3568971227655755,25.9,2,1,0.3826834323650898,0.9238795325112867,22.5
760.9,76.0,2.7,0.0,3.3978584803966405,26.6,2,1,0.3826834323650898,0.9238795325112867,22.5
761.1,76.0,3.6,0.0,3.417726683613366,26.9,2,1,0.3826834323650898,0.9238795325112867,22.5
761.1,71.0,3.1,0.0,3.505557396986398,28.6,2,1,0.7071067811865476,0.7071067811865476,9.0
760.9,69.0,2.7,0.0,3.520460802488973,29.1,2,1,0.7071067811865476,0.7071067811865476,9.0
760.8,64.0,3.1,0.0,3.56953269648137,30.3,2,1,0.3826834323650898,0.9238795325112867,22.5
760.9,64.0,2.7,0.0,3.5890591188317256,30.7,2,1,0.7071067811865476,0.7071067811865476,9.0
761.1,61.0,2.2,0.0,3.591817741270805,31.1,2,1,0.3826834323650898,0.9238795325112867,22.5
760.6,61.0,2.2,0.0,3.6189933266497696,31.5,2,1,1.2246467991473532e-16,-1.0,0.0
760.0,62.0,2.2,0.0,3.6027767550605247,31.1,2,1,0.7071067811865476,0.7071067811865476,9.0
759.7,61.0,2.2,0.0,3.58351893845611,30.9,2,1,0.3826834323650898,0.9238795325112867,22.5
760.5,63.0,1.8,0.0,3.5667118201397288,30.4,2,0,0.3826834323650898,0.9238795325112867,22.5
760.8,70.0,2.7,0.0,3.462606009790799,28.1,2,0,0.3826834323650898,0.9238795325112867,22.5
760.9,71.0,1.8,0.0,3.449987545831587,27.8,2,0,0.3826834323650898,0.9238795325112867,22.5
761.2,75.0,2.2,0.0,3.4436180975461075,27.4,2,0,0.3826834323650898,0.9238795325112867,22.5
761.3,78.0,1.8,0.0,3.40452517175483,26.6,2,0,0.7071067811865476,0.7071067811865476,9.0
761.6,78.0,1.8,0.0,3.407841924380824,26.7,2,0,0.7071067811865476,0.7071067811865476,9.0
761.6,77.0,2.2,0.0,3.4011973816621555,26.6,2,0,0.3826834323650898,0.9238795325112867,22.5
761.7,76.0,2.2,0.0,3.427514689979529,27.1,2,0,0.7071067811865476,0.7071067811865476,9.0
761.5,76.0,2.2,0.0,3.4404180948154366,27.3,2,0,0.9238795325112867,0.38268343236508984,31.5
761.2,77.0,2.2,0.0,3.4242626545931514,26.9,2,0,0.3826834323650898,0.9238795325112867,22.5
761.0,76.0,2.2,0.0,3.4242626545931514,27.0,2,0,0.7071067811865476,0.7071067811865476,9.0
761.1,78.0,1.8,0.0,3.407841924380824,26.7,2,1,0.7071067811865476,0.7071067811865476,9.0
761.6,79.0,1.8,0.0,3.3877743613300146,26.3,2,1,0.3826834323650898,0.9238795325112867,22.5
762.2,78.0,1.8,0.0,3.391147045808654,26.4,2,1,0.7071067811865476,0.7071067811865476,9.0
762.4,76.0,2.2,0.0,3.4468078929142076,27.3,2,1,0.3826834323650898,0.9238795325112867,22.5
762.9,71.0,2.2,0.0,3.517497837358316,28.8,2,1,0.7071067811865476,0.7071067811865476,9.0
763.1,70.0,2.2,0.0,3.517497837358316,28.9,2,1,0.3826834323650898,0.9238795325112867,22.5
762.7,65.0,2.2,0.0,3.5667118201397288,30.2,2,1,0.7071067811865476,0.7071067811865476,9.0
762.3,61.0,2.2,0.0,3.5890591188317256,31.0,2,1,0.3826834323650898,0.9238795325112867,22.5
762.0,62.0,2.2,0.0,3.6189933266497696,31.4,2,1,0.3826834323650898,0.9238795325112867,22.5
761.6,56.0,2.2,0.0,3.6054978451748854,31.9,2,1,0.9238795325112867,0.38268343236508984,31.5
761.1,58.0,2.2,0.0,3.6189933266497696,31.9,2,1,0.9238795325112867,0.38268343236508984,31.5
760.4,57.0,2.2,0.0,3.6136169696133895,31.9,2,1,0.7071067811865476,0.7071067811865476,9.0
760.0,57.0,1.8,0.0,3.6109179126442243,31.8,2,1,1.0,6.123233995736766e-17,18.0
760.1,61.0,1.8,0.0,3.55820113047182,30.5,2,0,0.7071067811865476,0.7071067811865476,9.0
760.3,66.0,1.8,0.0,3.5085558999826545,29.1,2,0,-0.38268343236508967,-0.9238795325112868,22.49999999999997
760.8,72.0,1.8,0.0,3.502549875922443,28.5,2,0,0.9238795325112867,0.38268343236508984,31.5
761.4,71.0,2.7,0.0,3.449987545831587,27.8,2,0,0.7071067811865476,0.7071067811865476,9.0
761.7,77.0,2.2,0.0,3.417726683613366,26.8,2,0,0.3826834323650898,0.9238795325112867,22.5
762.3,78.0,3.1,0.0,3.414442608412176,26.7,2,0,0.3826834323650898,0.9238795325112867,22.5
762.0,79.0,2.7,0.0,3.4111477125153233,26.7,2,0,0.9238795325112867,-0.3826834323650897,4.5
761.9,79.0,2.7,0.0,3.4111477125153233,26.7,2,0,0.9238795325112867,0.38268343236508984,31.5
760.9,78.0,2.2,0.0,3.3978584803966405,26.5,2,0,0.7071067811865476,0.7071067811865476,9.0
760.9,77.0,2.2,0.0,3.3877743613300146,26.4,2,0,0.9238795325112867,0.38268343236508984,31.5
760.6,77.0,2.2,0.0,3.3877743613300146,26.4,2,0,0.7071067811865476,-0.7071067811865475,27.0
760.5,75.0,2.2,0.0,3.3843902633457743,26.4,2,1,0.7071067811865476,-0.7071067811865475,27.0
760.7,71.0,2.2,0.0,3.3945083935113587,26.8,2,1,0.0,1.0,0.0
760.8,72.0,2.2,0.0,3.374168709274236,26.4,2,1,0.7071067811865476,0.7071067811865476,9.0
761.7,71.0,1.8,0.0,3.4210000089583352,27.3,2,1,0.7071067811865476,-0.7071067811865475,27.0
761.7,71.0,1.8,0.0,3.4719664525503626,28.1,2,1,0.9238795325112867,0.38268343236508984,31.5
761.8,67.0,2.2,0.0,3.543853682063679,29.6,2,1,0.7071067811865476,0.7071067811865476,9.0
761.6,63.0,2.2,0.0,3.55820113047182,30.3,2,1,0.7071067811865476,0.7071067811865476,9.0
761.4,60.0,2.2,0.0,3.56953269648137,30.8,2,1,0.7071067811865476,0.7071067811865476,9.0
761.0,59.0,2.2,0.0,3.597312260588446,31.4,2,1,0.9238795325112867,0.38268343236508984,31.5
760.4,59.0,2.2,0.0,3.594568774642695,31.3,2,1,0.3826834323650898,0.9238795325112867,22.5
760.0,55.0,2.2,0.0,3.6082115510464816,32.1,2,1,0.7071067811865476,0.7071067811865476,9.0
759.3,56.0,2.2,0.0,3.6082115510464816,31.9,2,1,0.3826834323650898,0.9238795325112867,22.5
759.2,59.0,2.2,0.0,3.56953269648137,30.9,2,1,0.7071067811865476,0.7071067811865476,9.0
758.9,63.0,2.2,0.0,3.580737295494233,30.6,2,0,0.9238795325112867,0.38268343236508984,31.5
759.3,67.0,1.8,0.0,3.5409593240373143,29.6,2,0,0.3826834323650898,0.9238795325112867,22.5
759.7,72.0,3.1,0.0,3.5234150143864045,28.8,2,0,0.3826834323650898,0.9238795325112867,22.5
760.2,75.0,2.7,0.0,3.4995332823830174,28.2,2,0,0.3826834323650898,0.9238795325112867,22.5
760.8,78.0,2.2,0.0,3.4688560301359703,27.6,2,0,1.0,6.123233995736766e-17,18.0
760.9,78.0,2.2,0.0,3.4531571205928664,27.3,2,0,0.7071067811865476,0.7071067811865476,9.0
760.8,79.0,2.2,0.0,3.4339872044851463,27.0,2,0,0.3826834323650898,0.9238795325112867,22.5
760.3,81.0,2.7,0.0,3.427514689979529,26.8,2,0,0.9238795325112867,0.38268343236508984,31.5
759.8,81.0,2.2,0.0,3.4242626545931514,26.7,2,0,0.3826834323650898,0.9238795325112867,22.5
759.8,81.0,1.8,0.0,3.4210000089583352,26.7,2,0,1.0,6.123233995736766e-17,18.0
759.3,80.0,1.8,0.0,3.407841924380824,26.6,2,0,1.0,6.123233995736766e-17,18.0
759.3,79.0,1.8,0.0,3.4011973816621555,26.5,2,1,0.3826834323650898,0.9238795325112867,22.5
759.4,81.0,2.2,0.0,3.391147045808654,26.2,2,1,0.3826834323650898,0.9238795325112867,22.5
759.6,80.0,1.8,0.0,3.3945083935113587,26.3,2,1,0.7071067811865476,0.7071067811865476,9.0
759.5,81.0,2.2,0.0,3.417726683613366,26.6,2,1,0.9238795325112867,0.38268343236508984,31.5
759.7,78.0,2.2,0.0,3.4688560301359703,27.6,2,1,0.3826834323650898,0.9238795325112867,22.5
760.1,71.0,2.7,0.0,3.5467396869528134,29.3,2,1,0.3826834323650898,0.9238795325112867,22.5
759.7,69.0,2.2,0.0,3.5751506887855933,29.9,2,1,0.3826834323650898,0.9238795325112867,22.5
759.8,66.0,2.2,0.0,3.6054978451748854,30.7,2,1,0.3826834323650898,0.9238795325112867,22.5
759.6,58.0,1.8,0.0,3.655839600035736,32.5,2,1,0.9238795325112867,0.38268343236508984,31.5
758.9,57.0,1.8,0.0,3.66612246699132,32.8,2,1,0.3826834323650898,0.9238795325112867,22.5
758.4,56.0,1.8,0.0,3.6609942506244004,32.8,2,1,0.9238795325112867,0.38268343236508984,31.5
757.6,56.0,2.2,0.0,3.6375861597263857,32.4,2,1,0.9238795325112867,0.38268343236508984,31.5
757.3,58.0,1.8,0.0,3.632309102625542,32.1,2,1,0.7071067811865476,0.7071067811865476,9.0
757.2,62.0,1.8,0.0,3.586292865338835,30.8,2,0,0.9238795325112867,0.38268343236508984,31.5
757.1,65.0,1.8,0.0,3.5667118201397288,30.2,2,0,0.7071067811865476,0.7071067811865476,9.0
758.1,68.0,2.2,0.0,3.5496173867804286,29.6,2,0,0.3826834323650898,0.9238795325112867,22.5
758.7,72.0,1.8,0.0,3.505557396986398,28.6,2,0,0.3826834323650898,0.9238795325112867,22.5
759.3,75.0,1.8,0.0,3.456316680883235,27.6,2,0,1.2246467991473532e-16,-1.0,0.0
759.6,78.0,1.3,0.0,3.4307561839036995,27.0,2,0,0.3826834323650898,0.9238795325112867,22.5
759.5,80.0,1.3,0.0,3.40452517175483,26.5,2,0,0.3826834323650898,0.9238795325112867,22.5
759.1,81.0,1.3,0.0,3.4011973816621555,26.4,2,0,0.3826834323650898,0.9238795325112867,22.5
758.0,80.0,1.3,0.0,3.4111477125153233,26.6,2,0,-0.7071067811865475,-0.7071067811865477,8.999999999999972
757.7,79.0,1.8,0.0,3.4210000089583352,26.8,2,0,1.2246467991473532e-16,-1.0,0.0
758.1,80.0,1.3,0.0,3.40452517175483,26.5,2,0,1.2246467991473532e-16,-1.0,0.0
758.3,81.0,1.3,0.0,3.380994674344636,26.1,2,1,0.3826834323650898,0.9238795325112867,22.5
758.4,81.0,1.3,0.0,3.380994674344636,26.1,2,1,0.7071067811865476,-0.7071067811865475,27.0
758.9,79.0,1.3,0.0,3.40452517175483,26.6,2,1,-0.38268343236508967,-0.9238795325112868,22.49999999999997
759.7,78.0,1.3,0.0,3.449987545831587,27.3,2,1,0.7071067811865476,-0.7071067811865475,27.0
760.0,78.0,1.8,0.0,3.4719664525503626,27.6,2,1,0.7071067811865476,0.7071067811865476,9.0
760.4,74.0,1.8,0.0,3.520460802488973,28.6,2,1,0.7071067811865476,0.7071067811865476,9.0
760.2,73.0,1.3,0.0,3.5667118201397288,29.4,2,1,0.3826834323650898,0.9238795325112867,22.5
760.0,66.0,1.3,0.0,3.6216707044204863,30.9,2,1,0.3826834323650898,0.9238795325112867,22.5
759.2,59.0,1.8,0.0,3.6082115510464816,31.6,2,1,0.7071067811865476,0.7071067811865476,9.0
758.6,58.0,1.8,0.0,3.616308761279101,31.8,2,1,0.9238795325112867,0.38268343236508984,31.5
757.7,57.0,1.3,0.0,3.6788291182604347,33.0,2,1,0.3826834323650898,0.9238795325112867,22.5
757.9,59.0,1.3,0.0,3.5890591188317256,31.2,2,1,0.3826834323650898,0.9238795325112867,22.5
757.8,62.0,1.3,0.0,3.591817741270805,30.9,2,1,0.7071067811865476,0.7071067811865476,9.0
757.6,65.0,1.3,0.0,3.580737295494233,30.4,2,0,0.7071067811865476,0.7071067811865476,9.0
757.5,68.0,1.3,0.0,3.5496173867804286,29.6,2,0,0.9238795325112867,0.38268343236508984,31.5
758.2,68.0,1.3,0.0,3.5263605246161616,29.2,2,0,0.3826834323650898,0.9238795325112867,22.5
758.7,73.0,1.8,0.0,3.5145260669691587,28.6,2,0,0.3826834323650898,0.9238795325112867,22.5
759.1,76.0,2.7,0.0,3.475067230228611,27.8,2,0,0.3826834323650898,0.9238795325112867,22.5
759.8,78.0,2.2,0.0,3.456316680883235,27.4,2,0,0.7071067811865476,0.7071067811865476,9.0
759.4,79.0,1.3,0.0,3.4339872044851463,27.0,2,0,0.7071067811865476,-0.7071067811865475,27.0
759.1,81.0,1.3,0.0,3.4242626545931514,26.7,2,0,0.7071067811865476,0.7071067811865476,9.0
758.7,82.0,0.9,0.0,3.414442608412176,26.5,2,0,1.0,6.123233995736766e-17,18.0
758.1,83.0,0.9,0.0,3.40452517175483,26.3,2,0,1.2246467991473532e-16,-1.0,0.0
758.2,81.0,1.3,0.0,3.40452517175483,26.4,2,0,0.3826834323650899,-0.9238795325112867,13.5
758.6,82.0,1.3,0.0,3.3877743613300146,26.1,2,1,0.9238795325112867,0.38268343236508984,31.5
758.8,82.0,1.3,0.0,3.374168709274236,25.9,2,1,0.3826834323650898,0.9238795325112867,22.5
759.5,80.0,1.3,0.0,3.3877743613300146,26.2,2,1,0.9238795325112867,-0.3826834323650897,4.5
760.0,77.0,0.9,0.0,3.4372078191851885,27.2,2,1,0.3826834323650898,0.9238795325112867,22.5
760.5,75.0,1.3,0.0,3.517497837358316,28.5,2,1,0.9238795325112867,0.38268343236508984,31.5
760.8,71.0,1.3,0.0,3.5610460826040513,29.5,2,1,0.3826834323650898,0.9238795325112867,22.5
760.4,64.0,1.8,0.0,3.597312260588446,30.8,2,1,0.9238795325112867,0.38268343236508984,31.5
759.7,59.0,1.3,0.0,3.6402142821326553,32.1,2,1,0.3826834323650898,0.9238795325112867,22.5
759.3,57.0,1.3,0.0,3.6584202466292277,32.7,2,1,0.7071067811865476,0.7071067811865476,9.0
758.5,57.0,1.3,0.0,3.6913763343125234,33.2,2,1,0.3826834323650898,0.9238795325112867,22.5
757.9,56.0,1.8,0.0,3.703768066607687,33.6,2,1,0.9238795325112867,0.38268343236508984,31.5
757.6,57.0,1.3,0.0,3.66612246699132,32.8,2,1,0.9238795325112867,0.38268343236508984,31.5
757.7,56.0,1.8,0.0,3.632309102625542,32.3,2,1,0.7071067811865476,0.7071067811865476,9.0
757.3,60.0,1.3,0.0,3.6216707044204863,31.7,2,0,0.7071067811865476,0.7071067811865476,9.0
757.3,63.0,1.3,0.0,3.580737295494233,30.6,2,0,0.7071067811865476,0.7071067811865476,9.0
757.5,64.0,2.2,0.0,3.55820113047182,30.2,2,0,0.3826834323650898,0.9238795325112867,22.5
